missing_frac,seed,method,nrmse
0.5,456,knn_k5,1.2184673530992378
0.5,456,softimpute,1.0644303775729784
0.5,456,masked_nmf,1.2041500648911292
0.5,456,missforest,1.166372744482256
0.5,789,knn_k10,1.0899108296401097
0.5,789,knn_k5,1.095068111441577
0.5,789,softimpute,1.0264800188345404
0.5,789,masked_nmf,1.107294681185229
0.5,789,missforest,1.00630777210885
0.5,1024,knn_k10,1.1684745152134717
0.5,1024,knn_k5,1.1805827503665394
0.5,1024,softimpute,1.001433826857044
0.5,1024,masked_nmf,1.331197264386459
0.5,1024,missforest,0.9997709890237064
0.5,1337,knn_k10,1.2334603846100534
0.5,1337,knn_k5,1.2469666041755758
0.5,1337,softimpute,1.1274043743202067
0.5,1337,masked_nmf,1.2625333859314334
0.5,1337,missforest,1.2110758302649598
0.5,2024,knn_k10,1.1167674700728074
0.5,2024,knn_k5,1.137108164383476
0.5,2024,softimpute,1.0243438446689193
0.5,2024,masked_nmf,1.1201328872420295
0.5,2024,missforest,1.0391945358984958
0.5,7,knn_k10,1.1166174731460643
0.5,7,knn_k5,1.1387917811431163
0.5,7,softimpute,1.0023151339100027
0.5,7,masked_nmf,1.0651535845966007
0.5,7,missforest,1.001103401975121
0.5,99,knn_k10,1.0996504004488712
0.5,99,knn_k5,1.115409013773152
0.5,99,softimpute,1.0500545533921164
0.5,99,masked_nmf,1.0349813641591226
0.5,99,missforest,1.0393516195789378
0.5,555,knn_k10,1.1529385208959255
0.5,555,knn_k5,1.1590403010478565
0.5,555,softimpute,1.0919518255607044
0.5,555,masked_nmf,1.0545945427810357
0.5,555,missforest,1.0602664762947995
0.5,31337,knn_k10,1.1427703439521657
0.5,31337,knn_k5,1.1553263645306997
0.5,31337,softimpute,1.0451038523878775
0.5,31337,masked_nmf,1.1034330842535418
0.5,31337,missforest,1.045978997559318
