missing_frac,seed,method,nrmse
0.45,99,knn_k10,1.0814213797350385
0.45,99,knn_k5,1.0931452642784525
0.45,99,softimpute,0.942240986813893
0.45,555,knn_k10,1.0582692120493549
0.45,555,knn_k5,1.0748101237642995
0.45,555,softimpute,0.9534706836483702
0.45,31337,knn_k10,1.096071993525674
0.45,31337,knn_k5,1.119401553543651
0.45,31337,softimpute,0.957146841270506
0.5,123,knn_k10,1.0579776257432658
0.5,123,knn_k5,1.0697465708570535
0.5,123,softimpute,0.9606056817182934
0.5,456,knn_k10,1.0713917568376865
0.5,456,knn_k5,1.08465854187359
0.5,456,softimpute,0.999940327656383
0.5,789,knn_k10,1.086065525759346
0.5,789,knn_k5,1.102151121656196
0.5,789,softimpute,0.9777227523016131
0.5,1024,knn_k10,1.0937247460636912
0.5,1024,knn_k5,1.108744256703365
0.5,1024,softimpute,0.9677039946508714
0.5,1337,knn_k10,1.0587484530087776
0.5,1337,knn_k5,1.0747260378674135
0.5,1337,softimpute,0.9718666149608985
0.5,2024,knn_k10,1.0880808638001225
0.5,2024,knn_k5,1.1110529245284315
0.5,2024,softimpute,0.944133189329052
0.5,7,knn_k10,1.1189128624898876
0.5,7,knn_k5,1.1359436028742051
0.5,7,softimpute,0.9932567217115805
0.5,99,knn_k10,1.0764603250617872
0.5,99,knn_k5,1.0938798786485433
0.5,99,softimpute,0.9989173156853545
0.5,555,knn_k10,1.049560094214761
0.5,555,knn_k5,1.0715377249000753
0.5,555,softimpute,0.9563013483894486
0.5,31337,knn_k10,1.095282000922538
0.5,31337,knn_k5,1.1067738865129222
0.5,31337,softimpute,0.9526134875997195
